date,type,title,f_concept,recordModified,latLong,f_location,json,f_place,id,place,RELS_EXT_isSequenceNumber_literal_ms,PID,label,collection,text_nodes_HOCR_hlt,_version_,name,recordCreated,location,RELS_EXT_isMemberOf_uri_ms
"",Journal,"Tweemaandelijks prentenboek gewijd aan huishouding\, bouw- en sierkunst,Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw",,2015-04-24T07:38:04.413Z,,,"{""pid"":""jn:29""\,""type"":""Journal""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw""\,""meta"":{""language"":""dut""\,""origin country"":""Nederland""\,""origin place"":""'s-Gravenhage""\,""physical location"":""TU Delft Library""\,""publisher"":""Ten Hagen""\,""shelf"":""D04 0224""\,""subTitle"":""Tweemaandelijks prentenboek gewijd aan huishouding\, bouw- en sierkunst""\,""title"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw""}\,""items"":{""JournalIssue"":[{""role"":""isPartOf""\,""pid"":""uuid:137b24a0-aa78-42cf-b6a7-02bb36793b4d""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw (year 1930\, volume 019)""\,""part"":""vol.019""}\,{""role"":""isPartOf""\,""pid"":""uuid:24b06239-6cd2-458b-a6e8-7af3cdfb4661""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw (year 1931\, volume 020\, issue 001)""\,""part"":""vol.020\, iss.001""}\,{""role"":""isPartOf""\,""pid"":""uuid:3cad78c8-f207-4e78-ab19-5e3ba2f927b1""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw (year 1929\, volume 018)""\,""part"":""vol.018""}\,{""role"":""isPartOf""\,""pid"":""uuid:4ed3ad68-91e4-4d87-bc66-4b5217a3a293""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw (year 1928\, volume 17)""\,""part"":""vol.017""}\,{""role"":""isPartOf""\,""pid"":""uuid:8f81f27f-50c3-471d-a389-8abf96969757""\,""label"":""Het Nederlandsche en Nederlandsch-Indische huis\, oud en nieuw (year 1931\, volume 020\, issue 002)""\,""part"":""vol.020\, iss.002""}]}}",,jn:29,,,jn:29,"Het Nederlandsche en Nederlandsch-Indische huis, oud en nieuw",collection:koloniaal_erfgoed,,1754744976643719168,,2015-04-24T07:38:04.255Z,,
"",Journal,"Het Nederlandsch-Indische huis\, oud en nieuw",,2015-05-01T10:12:04.248Z,,,"{""pid"":""jn:31""\,""type"":""Journal""\,""label"":""Het Nederlandsch-Indische huis\, oud en nieuw""\,""meta"":{""language"":""dut""\,""origin country"":""Nederlands-Indië""\,""origin place"":""Batavia""\,""physical location"":""TU Delft Library""\,""publisher"":""Cuypers & Hulswit""\,""shelf"":""TR 3016825""\,""title"":""Het Nederlandsch-Indische huis\, oud en nieuw""}\,""items"":{""JournalIssue"":[{""role"":""isPartOf""\,""pid"":""uuid:474d92c2-d9be-4e41-a8a4-42dd7506d659""\,""label"":""Het Nederlandsch-Indische huis\, oud en nieuw (year 1915\, volume 002\, issue 002)""\,""part"":""vol.002\, iss.002""}\,{""role"":""isPartOf""\,""pid"":""uuid:8d234fcc-714e-48ea-bac5-8536d740657b""\,""label"":""Het Nederlandsch-Indische huis\, oud en nieuw (year 1915\, volume 003\, issue 001)""\,""part"":""vol.003\, iss.001""}\,{""role"":""isPartOf""\,""pid"":""uuid:ec5200fe-66b1-463a-8b52-c6f41239c04a""\,""label"":""Het Nederlandsch-Indische huis\, oud en nieuw (year 1913-1914\, volume 001\\/002)""\,""part"":""vol.001\\/002""}]}}",,jn:31,,,jn:31,"Het Nederlandsch-Indische huis, oud en nieuw",collection:koloniaal_erfgoed,,1754747273308274688,,2015-05-01T10:12:04.093Z,,
"",Journal,De Ingenieur in Nederlandsch-Indie,,2015-11-20T12:18:50.110Z,,,"{""pid"":""jn:15""\,""type"":""Journal""\,""label"":""De Ingenieur in Nederlandsch-Indie""\,""meta"":{""language"":""dut""\,""origin country"":""Indonesia""\,""origin place"":""Bandoeng""\,""physical location"":""Leiden University Libraries\, Colonial Collection (KIT)""\,""publisher"":""Groep Nederlandsch-Indie van het Koninklijk Instituut van Ingenieurs""\,""rights"":""Creative Commons BY-NC 3.0""\,""shelf"":""L1814""\,""title"":""De Ingenieur in Nederlandsch-Indie""}\,""items"":{""JournalIssue"":[{""role"":""isPartOf""\,""pid"":""uuid:007c3e18-670f-42cd-9d18-b2325961fa53""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 009""\,""part"":""vol.1\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:01efd707-ed3a-4c07-b5bf-6458f6618ac4""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 001""\,""part"":""vol.4\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:02af901b-0257-4e4c-a929-de21757b90e9""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 008""\,""part"":""vol.3\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:06923596-614d-4bbc-b3a3-a214726833d3""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 006""\,""part"":""vol.3\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:072e6192-4ec6-44a0-98d1-411afce5eda5""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 010""\,""part"":""vol.1\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:07ee1a21-2cba-427e-ac62-d186019af05c""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 010""\,""part"":""vol.7\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:08cb0cf4-717d-4944-b99b-7ca7fb25fdaa""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 011""\,""part"":""vol.6\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:0bc21a8f-abb8-4dfc-bab2-30091755d6c5""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 002""\,""part"":""vol.2\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:0e00f841-b00c-4d18-b12f-5dced3d0ea07""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 006""\,""part"":""vol.5\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:157fd9d5-57db-4514-9346-b8d2d79ef6ab""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 003""\,""part"":""vol.8\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:15c57a14-8414-4896-8336-cf04cae14f0b""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 007""\,""part"":""vol.1\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:19ac4121-741f-4fa7-9dc5-a6ff5a19e9c8""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 007""\,""part"":""vol.5\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:1a521699-6c53-4064-bb40-496f7c2366fb""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 001""\,""part"":""vol.3\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:1ba73dc3-b2db-40c1-ae4d-337388be1c52""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 004""\,""part"":""vol.5\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:1dba273f-c159-4929-9c93-c8b9e8041fae""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 002""\,""part"":""vol.4\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:22a4fad4-bb90-4935-85e3-ec2af3d09583""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 012""\,""part"":""vol.4\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:27aae77f-4fa3-4f59-adae-378a80b14d3b""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 004""\,""part"":""vol.2\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:29fe3a56-38e7-4b2c-ab97-ece5badbbcd3""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 012""\,""part"":""vol.6\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:2fbdcdf6-0fc1-4059-89cc-c8692601e93b""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 005""\,""part"":""vol.8\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:2fe76fd7-a6e0-4cc5-a453-e37fe4f643c1""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 007""\,""part"":""vol.7\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:303bf5f3-c038-4dc3-b701-89a901cc1708""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 012""\,""part"":""vol.7\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:31e52996-2512-44ab-9c69-bffec55b4550""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 006""\,""part"":""vol.8\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:334edd8c-46b7-483a-8571-691edebf35ad""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 010""\,""part"":""vol.8\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:3684a978-de11-46f0-8d59-4cb285df3561""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 008""\,""part"":""vol.4\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:38d6e58f-909f-47b9-8353-b524c60ee0dc""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 002""\,""part"":""vol.8\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:3e3cbf47-cb31-4a34-b591-15d1502f07a7""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 005""\,""part"":""vol.5\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:4052494f-6d78-44a9-b72d-7fece21d8c89""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 009""\,""part"":""vol.7\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:42b3924d-31aa-4984-8459-0a3c462eeb6c""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 003""\,""part"":""vol.5\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:45f54456-f1b8-46d6-940f-c52166e01f68""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 011""\,""part"":""vol.8\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:470260e7-d54a-4372-9026-fb48e0f16b20""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 006""\,""part"":""vol.2\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:5480b64f-16d5-4b1e-ac77-81bf75fcad7e""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 006""\,""part"":""vol.7\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:54df7700-e7e1-445a-bd35-afa79c1254c9""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 012""\,""part"":""vol.2\, iss.1935""}\,{""role"":""isPartOf""\,""pid"":""uuid:596cb6ba-832a-4eee-9372-a9253ba70c96""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 004""\,""part"":""vol.3\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:5a81ee68-b904-45f9-8eda-cee7648b1ea2""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 012""\,""part"":""vol.1\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:5d01e43a-c0f3-4c09-9022-ed134190f7d2""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 002""\,""part"":""vol.7\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:5f3e1ca3-933b-49dd-99a0-bd08affb7fb1""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 004""\,""part"":""vol.1\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:625517f3-21c5-437a-a5c4-e221ecb22cba""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1942\, volume 009\, issue 001""\,""part"":""vol.9\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:63bd254a-2dd0-4b7e-9584-ba92a5070660""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 008""\,""part"":""vol.5\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:69caea0a-2317-4428-83bb-45db978ecdd5""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 009""\,""part"":""vol.4\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:6c21860b-13e0-4cbc-85a1-4370a9ed9571""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 007""\,""part"":""vol.2\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:6fff033a-c5d3-4e36-998c-0e6205c49985""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 005""\,""part"":""vol.4\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:708ca386-8fee-4995-8e56-2b7cb21dec34""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 003""\,""part"":""vol.6\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:71217118-404b-4a4d-aadb-f32b1aba9710""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 009""\,""part"":""vol.5\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:760733f6-b97d-4487-9618-68bc1b084aa0""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 004""\,""part"":""vol.6\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:76622f8b-fc6d-4e00-bb19-9af37d830307""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 001""\,""part"":""vol.6\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:76e6b62b-5aa0-45e7-8675-f0f727ce3764""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 010""\,""part"":""vol.2\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:7dcf0f61-56b9-4b47-80af-d973e4d53ff8""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 008""\,""part"":""vol.2\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:7e67db99-9fa9-4ef0-921b-b1c141f5b6ca""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 011""\,""part"":""vol.1\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:87b722f5-8623-468a-96b1-43b06264ea37""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 010""\,""part"":""vol.4\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:885c8e17-36a4-4c9e-84d0-26ca2469176d""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 006""\,""part"":""vol.4\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:891f4a8f-85a4-4e78-aa79-66fa110c0bb1""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 001""\,""part"":""vol.1\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:8a204af3-14e5-4795-92f6-b7cb9ed44d72""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 003""\,""part"":""vol.2\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:8af053b1-9cac-4107-b12e-70096030fa69""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 002""\,""part"":""vol.3\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:8bc9bfab-8b69-4f19-8cff-8db8f30ed253""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 005""\,""part"":""vol.7\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:8fa04e22-3b5f-44e1-8679-4e4594d36e6c""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 007""\,""part"":""vol.8\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:911ffab1-ca77-4a14-a05a-d724016c0aee""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 004""\,""part"":""vol.7\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:912e7790-6d64-4384-ba9d-8d6ef490a907""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 010""\,""part"":""vol.6\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:930f6cb1-a5ac-44ee-b5a5-a678d2a50609""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 005""\,""part"":""vol.1\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:9554b9bf-274b-4c99-8f8c-cf661eb138f7""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 012""\,""part"":""vol.8\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:96be48a2-07a1-47d1-ab73-d4f00eb42479""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 006""\,""part"":""vol.1\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:98834972-5879-4fde-b5f5-a5a6cda6d6f3""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 011""\,""part"":""vol.3\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:a4abd37e-ee01-4e72-a386-b3014a3498ee""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 011""\,""part"":""vol.5\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:a4c30f3f-494c-45d1-8481-d2eabecbe0b9""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 006""\,""part"":""vol.6\, iss.6""}\,{""role"":""isPartOf""\,""pid"":""uuid:a52d4690-25b8-40d8-bca3-297fbbfa2048""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 008""\,""part"":""vol.6\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:a6038274-13c5-403f-a8ef-a1723aa6bec5""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 011""\,""part"":""vol.7\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:a8518c45-d4b5-44a8-afc4-041043458c97""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 003""\,""part"":""vol.1\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:a98fe8c8-9fa1-4c8a-aa04-2c745060091a""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 011""\,""part"":""vol.4\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:ab67fbd6-dcf6-4fd3-aa3e-4a60f66fa017""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 007""\,""part"":""vol.3\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:abd8356f-92b9-471d-8258-23d5895c4634""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 004""\,""part"":""vol.8\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:adb11b3c-b347-4ee2-87f4-49c5acc942f7""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 007""\,""part"":""vol.7\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:adede03a-7880-4793-89ae-7298014f8447""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 003""\,""part"":""vol.3\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:b220526d-9f60-4e3f-933e-b14ddf3c5043""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 003""\,""part"":""vol.4\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:b2aa4f18-922c-4b6b-a5a7-6183621597b7""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 009""\,""part"":""vol.3\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:bafad9d0-575c-4d99-ad9b-a879ddb22d36""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 001""\,""part"":""vol.2\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:c393494a-72d0-4426-85f5-fb1502948438""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 004""\,""part"":""vol.4\, iss.4""}\,{""role"":""isPartOf""\,""pid"":""uuid:c70234f2-dd56-4a3c-a51e-3fb750641f64""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 011""\,""part"":""vol.2\, iss.11""}\,{""role"":""isPartOf""\,""pid"":""uuid:caf447fe-8594-4e07-9c23-bfecf32a6ee6""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 001""\,""part"":""vol.7\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:cb381d15-2cb3-458d-b603-da313fe637eb""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 009""\,""part"":""vol.6\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:cc6e9d4a-e2b9-4c5e-b7da-9026f3ca5500""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 003""\,""part"":""vol.7\, iss.3""}\,{""role"":""isPartOf""\,""pid"":""uuid:cd1a9544-cd04-444b-aa2c-c8752e6ec47c""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 002""\,""part"":""vol.1\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:d1a91369-9272-45d7-96eb-540950d4928b""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 012""\,""part"":""vol.3\, iss.12""}\,{""role"":""isPartOf""\,""pid"":""uuid:da800f0d-9933-4888-864e-6650aa19c392""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 005""\,""part"":""vol.2\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:dc0ebbe8-64ac-4b4d-8e9c-4040052b2041""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 010""\,""part"":""vol.5\, iss.10""}\,{""role"":""isPartOf""\,""pid"":""uuid:e3ae1113-2b45-43d6-a549-9f6d9b349ec6""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1935\, volume 002\, issue 009""\,""part"":""vol.2\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:e4983d2b-6e69-461f-8ad2-f13a0d0fcf69""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 008""\,""part"":""vol.8\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:eb739319-3090-4cd8-a734-35ced0836e3e""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1934\, volume 001\, issue 008""\,""part"":""vol.1\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:f1a81bd5-3b9c-497e-be11-556ba53f4a0e""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 001""\,""part"":""vol.8\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:f1bff06c-34f7-44b4-bba3-44ec275ace35""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1937\, volume 004\, issue 007""\,""part"":""vol.4\, iss.7""}\,{""role"":""isPartOf""\,""pid"":""uuid:f483dd3e-02e7-48e1-bfde-fe3749c2867f""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1941\, volume 008\, issue 009""\,""part"":""vol.8\, iss.9""}\,{""role"":""isPartOf""\,""pid"":""uuid:f6981750-173a-4a45-a2c1-91b31c2b80dc""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 005""\,""part"":""vol.3\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:f6b71881-3c36-429e-9c2c-b1c6db0f827b""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 005""\,""part"":""vol.6\, iss.5""}\,{""role"":""isPartOf""\,""pid"":""uuid:f8ae6f88-5c58-4e18-aa4f-62f5d7f2cbb0""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1938\, volume 005\, issue 001""\,""part"":""vol.5\, iss.1""}\,{""role"":""isPartOf""\,""pid"":""uuid:faa2e3a8-4a73-4848-8f27-01a723105b0f""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1939\, volume 006\, issue 002""\,""part"":""vol.6\, iss.2""}\,{""role"":""isPartOf""\,""pid"":""uuid:fb6f4bfa-eed6-4462-ad70-a1284bbd73d5""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1940\, volume 007\, issue 008""\,""part"":""vol.7\, iss.8""}\,{""role"":""isPartOf""\,""pid"":""uuid:ff4ded0e-97fa-4a8d-b8a3-1d1df476b246""\,""label"":""De Ingenieur in Nederlandsch-Indie\, year 1936\, volume 003\, issue 010""\,""part"":""vol.3\, iss.10""}]}}",,jn:15,,,jn:15,De Ingenieur in Nederlandsch-Indie,collection:koloniaal_erfgoed,,1754748026654556160,,2014-10-23T12:08:31.986Z,,
